_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
150265,2023,M5S,DOG,GOLDEN RETR
150266,2024,M6K,DOG,GOLDEN RETR
150267,2025,M6L,DOG,ROTTWEILER
150268,2023,M4S,DOG,NEWFOUNDLAND
150269,2023,M2H,DOG,GERM SHEPHERD
150270,2023,M2H,DOG,SHIH TZU
150271,2025,M4S,DOG,SCHNAUZER STAND
150272,2023,M4J,CAT,MAINE COON
150273,2024,M4Y,DOG,BULLMASTIFF
150274,2023,M5J,DOG,BORDER COLLIE
150275,2023,M5A,DOG,CHIHUAHUA SH
150276,2023,M8W,DOG,ROTTWEILER
150277,2024,M1L,DOG,POODLE STND
150278,2023,M6K,DOG,AMERICAN STAFF
150279,2023,M2R,DOG,AMER BULLDOG
150280,2023,M4C,CAT,DOMESTIC SH
150281,2023,M6P,CAT,DOMESTIC SH
150282,2023,M4C,DOG,GERM SHEPHERD
150283,2024,M9N,DOG,AMER BULLDOG
150284,2023,M5A,CAT,BOMBAY
150285,2024,M6J,DOG,ROTTWEILER
150286,2023,M6K,CAT,DOMESTIC SH
150287,2023,M6K,CAT,DOMESTIC SH
150288,2023,M1V,DOG,GOLDEN RETR
150289,2023,M1P,DOG,POODLE MIN
150290,2023,M9N,DOG,AMER BULLDOG
150291,2024,M1G,DOG,LABRADOR RETR
150292,2023,M9B,DOG,GOLDEN RETR
150293,2023,M6C,DOG,SHIH TZU
150294,2023,M2J,DOG,CHIHUAHUA LH
150295,2023,M5S,CAT,DOMESTIC SH
150296,2024,M5H,CAT,DOMESTIC MH
150297,2023,M4Y,CAT,DOMESTIC SH
150298,2023,M6H,CAT,DOMESTIC SH
150299,2023,M9A,CAT,DOMESTIC LH
150300,2023,M4V,CAT,DOMESTIC SH
150301,2025,M5J,CAT,DOMESTIC SH
150302,2023,M1E,CAT,DOMESTIC SH
150303,2023,M1E,CAT,DOMESTIC SH
150304,2024,M8W,CAT,DOMESTIC SH
150305,2023,M6N,DOG,MIN PINSCHER
150306,2023,M5H,DOG,FRENCH BULLDOG
150307,2025,M4C,DOG,AUST SHEPHERD
150308,2024,M4K,DOG,KUVASZ
150309,2023,M4E,DOG,LABRADOR RETR
150310,2023,M5V,DOG,QUEENSLAND HEEL
150311,2025,M5S,CAT,SAVANNAH
150312,2023,M1V,CAT,DOMESTIC SH
150313,2023,M6K,DOG,GOLDEN RETR
150314,2023,M2R,DOG,SIBERIAN HUSKY
150315,2025,M5A,DOG,POINTER
150316,2025,M1B,CAT,DOMESTIC SH
150317,2023,M4W,DOG,BERNESE MTN DOG
150318,2025,M2N,DOG,BERNESE MTN DOG
150319,2023,M6E,DOG,FRENCH BULLDOG
150320,2023,M6E,DOG,FRENCH BULLDOG
150321,2023,M8W,DOG,DACHSHUND MIN
150322,2023,M1B,CAT,DOMESTIC SH
150323,2025,M1B,CAT,DOMESTIC MH
150324,2023,M5V,DOG,GOLDEN RETR
150325,2025,M9B,CAT,DOMESTIC MH
150326,2023,M6C,DOG,GOLDEN RETR
150327,2023,M1S,DOG,SHIH TZU
150328,2024,M2J,DOG,LABRADOR RETR
150329,2023,M6P,DOG,ENG SPRNGR SPAN
150330,2023,M4B,DOG,POODLE STND
150331,2023,M1B,DOG,ST BERNARD RGH
150332,2023,M1B,CAT,DOMESTIC SH
150333,2025,M3H,DOG,POODLE STND
150334,2023,M2J,DOG,GERM SH POINT
150335,2025,M2J,DOG,POODLE TOY
150336,2023,M2J,DOG,POODLE TOY
150337,2023,M1M,DOG,PUG
150338,2023,M2K,DOG,GOLDEN RETR
150339,2023,M2K,DOG,GOLDEN RETR
150340,2023,M2K,CAT,BRITISH SH
150341,2023,M2K,CAT,AMER CURL SH
150342,2023,M2P,DOG,GOLDEN RETR
150343,2023,M4N,DOG,CAVALIER SPAN
150344,2023,M5V,DOG,CHIHUAHUA SH
150345,2024,M1E,DOG,GERM SHEPHERD
150346,2023,M4K,CAT,MAINE COON
150347,2023,M3B,CAT,DOMESTIC SH
150348,2023,M1N,DOG,AUST SHEPHERD
150349,2023,M9V,CAT,DOMESTIC SH
150350,2023,M8V,CAT,DOMESTIC SH
150351,2024,M4S,DOG,DACHSHUND WH
150352,2023,M4K,DOG,FLAT COAT RETR
150353,2023,M5P,DOG,COCKER SPAN
150354,2023,M9B,DOG,BICHON FRISE
150355,2023,M1K,CAT,DOMESTIC SH
150356,2023,M1K,CAT,DOMESTIC LH
150357,2023,M1K,CAT,DOMESTIC SH
150358,2023,M1K,CAT,DOMESTIC SH
150359,2024,M2N,CAT,DOMESTIC MH
150360,2023,M6C,DOG,POODLE MIN
150361,2023,M6C,DOG,POODLE MIN
150362,2023,M1T,DOG,POODLE STND
150363,2023,M4K,CAT,DOMESTIC SH
150364,2024,M5P,DOG,SCHNAUZER STAND
150365,2025,M4L,DOG,SHIH TZU
150366,2024,M8Z,DOG,BERNESE MTN DOG
150367,2024,M6K,DOG,PLOTT HOUND
150368,2023,M1P,DOG,PORT WATER DOG
150369,2023,M2N,DOG,AMER BULLDOG
150370,2023,M2N,DOG,YORKSHIRE TERR
150371,2023,M9B,DOG,GOLDEN RETR
150372,2023,M1P,DOG,GERM SHEPHERD
150373,2025,M1T,DOG,COCKER SPAN
150374,2023,M1V,DOG,YORKSHIRE TERR
150375,2023,M5N,CAT,DOMESTIC SH
150376,2023,M5A,DOG,CAVALIER SPAN
150377,2023,M6N,CAT,SIAMESE
150378,2025,M6N,CAT,SIAMESE
150379,2024,M6N,CAT,DOMESTIC SH
150380,2025,M6J,DOG,PUG
150381,2023,M6J,DOG,PUG
150382,2025,M6R,DOG,FEIST
150383,2025,M1M,DOG,GERM SHEPHERD
150384,2024,M4C,CAT,AMER SH
150385,2024,M6K,DOG,UNKNOWN
150386,2024,M4W,DOG,VIZSLA
150387,2024,M1W,CAT,DOMESTIC SH
150388,2025,M3C,DOG,SC WHEAT TERR
150389,2025,M6N,DOG,UNKNOWN
150390,2024,M5V,CAT,DOMESTIC SH
150391,2024,M5V,CAT,DOMESTIC SH
150392,2025,M4W,DOG,ENG SPRNGR SPAN
150393,2024,M6S,CAT,DOMESTIC SH
150394,2025,M6S,CAT,DOMESTIC SH
150395,2024,M5V,CAT,DOMESTIC SH
150396,2024,M6P,DOG,SHIH TZU
150397,2024,M4A,DOG,BORDER COLLIE
150398,2024,M5V,DOG,DACHSHUND
150399,2025,M5V,DOG,DACHSHUND
150400,2025,M9A,DOG,PARSON RUSS TER
150401,2024,M4R,CAT,DOMESTIC SH
150402,2025,M5V,DOG,BORDER COLLIE
150403,2024,M1B,DOG,SCHNAUZER MIN
150404,2025,M1J,CAT,DOMESTIC SH
150405,2025,M5V,DOG,LABRADOR RETR
150406,2025,M4W,DOG,GOLDEN RETR
150407,2024,M4L,DOG,UNKNOWN
150408,2025,M9R,DOG,BOSTON TERRIER
150409,2024,M9R,CAT,SPHYNX
150410,2025,M9R,CAT,DOMESTIC LH
150411,2024,M4K,DOG,YORKSHIRE TERR
150412,2025,M5V,DOG,SIBERIAN HUSKY
150413,2025,M4N,CAT,SCOTTISH FOLD
150414,2025,M5V,DOG,POODLE TOY
150415,2024,M4M,DOG,GOLDEN RETR
150416,2024,M4S,DOG,SHETLD SHEEPDOG
150417,2024,M9C,DOG,POODLE STND
150418,2024,M5N,DOG,BERNESE MTN DOG
150419,2024,M3H,DOG,PUG
150420,2025,M3H,CAT,DOMESTIC SH
150421,2024,M2J,DOG,SCHNAUZER MIN
150422,2024,M6H,DOG,AUST SHEPHERD
150423,2025,M2J,CAT,DOMESTIC MH
150424,2025,M9A,CAT,RAGDOLL
150425,2024,M2J,CAT,MAINE COON
150426,2025,M8W,CAT,DOMESTIC SH
150427,2025,M4K,DOG,SIBERIAN HUSKY
150428,2025,M6P,DOG,POODLE (MINIATU
150429,2025,M2J,DOG,YORKSHIRE TERR
150430,2025,M4G,DOG,GOLDEN RETR
150431,2025,M4W,DOG,MALTESE
150432,2025,M5S,DOG,GOLDEN RETR
150433,2025,M6E,CAT,DOMESTIC LH
150434,2024,M6E,CAT,DOMESTIC LH
150435,2024,M1K,DOG,RHOD RIDGEBACK
150436,2025,M5V,DOG,WELSH CORGI PEM
150437,2025,M1C,CAT,DOMESTIC SH
150438,2025,M6C,CAT,DOMESTIC SH
150439,2024,M1C,DOG,YORKSHIRE TERR
150440,2024,M8W,CAT,DOMESTIC SH
150441,2025,M1L,DOG,AMERICAN BULLY
150442,2024,M4W,CAT,DOMESTIC SH
150443,2025,M4W,CAT,DOMESTIC LH
150444,2025,M4E,DOG,AUST SHEPHERD
150445,2025,M4K,DOG,AUST SHEPHERD
150446,2025,M3M,DOG,AMERICAN BULLY
150447,2024,M6M,DOG,PUG
150448,2024,M6K,CAT,AMER SH
150449,2025,M8V,DOG,UNKNOWN
150450,2024,M1G,CAT,DOMESTIC SH
150451,2025,M2K,DOG,PARSON RUSS TER
150452,2024,M1C,CAT,DOMESTIC SH
150453,2025,M3K,DOG,GERM SHEPHERD
150454,2025,M5M,DOG,LABRADOR RETR
150455,2025,M3J,DOG,COCKER SPAN
150456,2025,M6C,DOG,TERRIER
150457,2024,M6J,DOG,SIBERIAN HUSKY
150458,2025,M5A,DOG,UNKNOWN
150459,2025,M4P,DOG,YORKSHIRE TERR
150460,2025,M5R,DOG,BERNESE MTN DOG
150461,2024,M4M,DOG,AUST SHEPHERD
150462,2024,M4G,DOG,IRISH WOLFHOUND
150463,2024,M8V,DOG,AUST SHEPHERD
150464,2025,M5T,CAT,DOMESTIC SH
150465,2025,M6G,DOG,BORDER TERRIER
150466,2024,M4G,DOG,HAVANESE
150467,2025,M4Y,DOG,MALTESE
150468,2024,M1V,DOG,BEAGLE
150469,2025,M1N,DOG,UNKNOWN
150470,2025,M5T,DOG,TERRIER
150471,2025,M1V,DOG,SHIH TZU
150472,2025,M8Y,DOG,AMERICAN BULLY
150473,2024,M5A,DOG,COCKER SPAN
150474,2024,M5A,DOG,SCHNAUZER MIN
150475,2025,M1W,DOG,WELSH CORGI PEM
150476,2024,M1W,DOG,SIBERIAN HUSKY
150477,2024,M9M,DOG,BOSTON TERRIER
150478,2024,M1T,DOG,MALTESE
150479,2024,M3N,DOG,CHOW CHOW
150480,2025,M6H,CAT,SCOTTISH FOLD
150481,2024,M9B,CAT,DOMESTIC SH
150482,2024,M9B,CAT,DOMESTIC SH
150483,2024,M8W,CAT,DOMESTIC SH
150484,2026,M6J,DOG,CATAHOULA
150485,2025,M4Y,CAT,DOMESTIC SH
150486,2024,M5T,DOG,STAFFORDSHIRE
150487,2025,M5G,DOG,BRUSS GRIFFON
150488,2024,M1R,DOG,SHIH TZU
150489,2024,M9A,CAT,DOMESTIC SH
150490,2025,M3C,CAT,SCOTTISH FOLD
150491,2025,M3C,CAT,SCOTTISH FOLD
150492,2024,M6P,CAT,SIAMESE
150493,2025,M6P,CAT,DOMESTIC SH
150494,2024,M6J,DOG,POODLE STND
150495,2025,M4Y,DOG,BOSTON TERRIER
150496,2024,M1N,DOG,AMERICAN BULLY
150497,2024,M1R,DOG,SHIH TZU
150498,2024,M9A,CAT,DOMESTIC SH
150499,2025,M9A,CAT,DOMESTIC LH
150500,2025,M3L,DOG,PARSON RUSS TER
150501,2024,M5M,DOG,AUST SHEPHERD
150502,2025,M4C,DOG,YORKSHIRE TERR
150503,2025,M4C,DOG,VIZSLA
150504,2024,M5A,CAT,DOMESTIC SH
150505,2024,M6L,DOG,POMERANIAN
150506,2024,M6B,DOG,GOLDEN RETR
150507,2024,M1P,DOG,AUSTRALIAN COBB
150508,2025,M1P,DOG,POODLE (MINIATU
150509,2024,M1J,CAT,DOMESTIC SH
150510,2024,M5A,DOG,AMER BULLDOG
150511,2024,M5A,DOG,AMER BULLDOG
150512,2025,M3A,DOG,SHIBA INU
150513,2024,M1J,DOG,GOLDEN RETR
150514,2024,M6N,DOG,LABRADOR RETR
150515,2024,M6N,DOG,LABRADOR RETR
150516,2025,M4C,DOG,WEIMARANER
150517,2024,M6G,DOG,SHIH TZU
150518,2025,M4V,DOG,ENG COCKER SPAN
150519,2024,M2K,DOG,GOLDEN RETR
150520,2024,M8V,CAT,AMER SH
150521,2025,M4T,DOG,AUST SHEPHERD
150522,2025,M3L,DOG,COCKER SPAN
150523,2025,M3C,DOG,POODLE STND
150524,2024,M1N,DOG,AUST SHEPHERD
150525,2024,M6G,DOG,LABRADOR RETR
150526,2024,M2N,DOG,GOLDEN RETR
150527,2024,M1C,DOG,ROTTWEILER
150528,2025,M2K,DOG,POODLE STND
150529,2024,M3J,CAT,DOMESTIC SH
150530,2024,M4C,DOG,SIBERIAN HUSKY
150531,2024,M9C,DOG,HAVANESE
150532,2024,M9P,DOG,HAVANESE
150533,2024,M5V,DOG,BOXER
150534,2024,M5V,DOG,BOXER
150535,2024,M8V,DOG,SHIH TZU
150536,2025,M4K,CAT,DOMESTIC SH
150537,2024,M2N,DOG,SC WHEAT TERR
150538,2024,M1E,DOG,FRENCH BULLDOG
150539,2024,M6J,DOG,MALTESE
150540,2025,M6J,CAT,DOMESTIC SH
150541,2024,M2J,DOG,FRENCH BULLDOG
150542,2024,M1N,DOG,LABRADOR RETR
150543,2025,M8Y,DOG,AMER BULLDOG
150544,2024,M3M,DOG,LABRADOR RETR
150545,2025,M4M,DOG,UNKNOWN
150546,2025,M4M,DOG,GERM SHEPHERD
150547,2024,M9A,DOG,POODLE STND
150548,2024,M6P,DOG,UNKNOWN
150549,2025,M1H,DOG,POMERANIAN
150550,2025,M8W,CAT,DOMESTIC SH
150551,2025,M8W,CAT,DOMESTIC SH
150552,2025,M4T,DOG,UNKNOWN
150553,2024,M6G,DOG,GOLDEN RETR
150554,2025,M9P,DOG,MALTESE
150555,2024,M6K,CAT,DOMESTIC SH
150556,2025,M6K,CAT,RAGDOLL
150557,2024,M2N,CAT,DOMESTIC SH
150558,2025,M1V,DOG,SIBERIAN HUSKY
150559,2024,M4Y,CAT,DOMESTIC SH
150560,2024,M3H,DOG,AMER BULLDOG
150561,2025,M1G,DOG,CHIHUAHUA SH
150562,2025,M1G,DOG,FRENCH BULLDOG
150563,2024,M4P,DOG,COTON DE TULEAR
150564,2024,M5E,DOG,YORKSHIRE TERR
150565,2025,M1E,DOG,GOLDEN RETR
150566,2024,M8Z,CAT,BRITISH SH
150567,2025,M2P,CAT,DOMESTIC SH
150568,2024,M5V,DOG,SHIH TZU
150569,2025,M5A,DOG,SHIBA INU
150570,2024,M1K,DOG,AMERICAN BULLY
150571,2024,M2L,DOG,MALTESE
150572,2025,M5R,DOG,BOUV FLANDRES
150573,2025,M6N,DOG,CHIHUAHUA SH
150574,2025,M4K,DOG,SIBERIAN HUSKY
150575,2024,M2N,CAT,DOMESTIC LH
150576,2024,M2N,CAT,DOMESTIC SH
150577,2024,M5E,CAT,DOMESTIC MH
150578,2025,M8W,DOG,AMER ESKIMO
150579,2024,M6G,DOG,AMERICAN BULLY
150580,2024,M9W,CAT,DOMESTIC LH
150581,2024,M9W,CAT,BENGAL
150582,2025,M1N,CAT,DOMESTIC SH
150583,2025,M9A,DOG,BICHON FRISE
150584,2025,M9C,DOG,POMERANIAN
150585,2025,M3J,DOG,BOXER
150586,2024,M4Y,DOG,COCKER SPAN
150587,2025,M5A,DOG,DACHSHUND
150588,2024,M4C,DOG,CANE CORSO
150589,2024,M9R,DOG,AUST SHEPHERD
150590,2025,M2N,DOG,COCKER SPAN
150591,2025,M1L,CAT,DOMESTIC SH
150592,2025,M8V,DOG,SIBERIAN HUSKY
150593,2025,M8V,DOG,SIBERIAN HUSKY
150594,2024,M4L,DOG,POODLE STND
150595,2025,M1K,CAT,DOMESTIC SH
150596,2024,M9W,DOG,CHIHUAHUA SH
150597,2025,M4G,DOG,BORDER COLLIE
150598,2025,M1P,CAT,HIMALAYAN
150599,2025,M1T,DOG,AUST SHEPHERD
150600,2025,M4L,DOG,SC WHEAT TERR
150601,2025,M3A,DOG,CAVALIER SPAN
150602,2024,M5G,DOG,AUST SHEPHERD
150603,2024,M1P,DOG,COCKER SPAN
150604,2024,M4C,DOG,OLDENG SHEEPDOG
150605,2024,M2L,DOG,GERM SHEPHERD
150606,2024,M8X,DOG,SHETLD SHEEPDOG
150607,2024,M6S,DOG,UNKNOWN
150608,2024,M6S,DOG,UNKNOWN
150609,2024,M5B,CAT,DOMESTIC SH
150610,2025,M5R,DOG,POODLE STND
150611,2025,M6E,DOG,COCKER SPAN
150612,2024,M5E,DOG,SHIH TZU
150613,2025,M4M,DOG,UNKNOWN
150614,2025,M5M,DOG,COCKER SPAN
150615,2024,M2N,DOG,BERNESE MTN DOG
150616,2024,M6L,DOG,AMERICAN BULLY
150617,2025,M5R,DOG,LEONBERGER
150618,2025,M2R,DOG,DALMATIAN
150619,2025,M5S,DOG,SHIBA INU
150620,2024,M1S,DOG,GERM SHEPHERD
150621,2024,M5V,DOG,YORKSHIRE TERRI
150622,2024,M3N,CAT,DOMESTIC SH
150623,2024,M2N,DOG,BICHON FRISE
150624,2024,M4L,DOG,CHIHUAHUA SH
150625,2025,M4K,DOG,WHIPPET
150626,2024,M9A,DOG,CANE CORSO
150627,2025,M6K,DOG,LABRADOR RETR
150628,2025,M9V,DOG,POODLE STND
150629,2024,M6H,DOG,CAVALIER SPAN
150630,2025,M5A,DOG,GOLDEN RETR
150631,2024,M6J,DOG,COCKER SPAN
150632,2025,M1E,CAT,DOMESTIC SH
150633,2025,M1E,CAT,DOMESTIC SH
150634,2025,M1K,DOG,GERM SHEPHERD
150635,2025,M5A,CAT,DOMESTIC SH
150636,2025,M4R,CAT,AMER SH
150637,2025,M2N,DOG,ROTTWEILER
150638,2024,M8V,DOG,MINIATURE AMERI
150639,2024,M8V,DOG,SHIBA INU
150640,2024,M2N,CAT,DEVON REX
150641,2025,M6S,DOG,ENG COCKER SPAN
150642,2024,M4V,DOG,AUST SHEPHERD
150643,2024,M6K,CAT,BOMBAY
150644,2024,M4L,DOG,CANE CORSO
150645,2024,M1P,DOG,ROTTWEILER
150646,2024,M1K,DOG,GERM SHEPHERD
150647,2025,M4X,DOG,HAVANESE
150648,2025,M8V,DOG,SHIH TZU
150649,2025,M8V,DOG,SHIH TZU
150650,2025,M4E,DOG,GOLDEN RETR
150651,2025,M2N,DOG,AKITA
150652,2024,M1M,DOG,BICHON FRISE
150653,2025,M9R,DOG,PARSON RUSS TER
150654,2025,M6L,DOG,CHIHUAHUA SH
150655,2025,M4M,DOG,UNKNOWN
150656,2024,M4C,DOG,BERNESE MTN DOG
150657,2025,M6N,DOG,SHIH TZU
150658,2025,M9P,DOG,FRENCH BULLDOG
150659,2025,M9P,DOG,FRENCH BULLDOG
150660,2024,M9P,DOG,POMERANIAN
150661,2024,M1G,CAT,DOMESTIC LH
150662,2024,M6G,DOG,DACHSHUND MIN
150663,2025,M4P,CAT,DOMESTIC SH
150664,2025,M5A,DOG,GOLDEN RETR
150665,2024,M6P,DOG,LABRADOR RETR
150666,2025,M5J,DOG,LABRADOR RETR
150667,2024,M4B,DOG,UNKNOWN
150668,2024,M5M,DOG,FRENCH BULLDOG
150669,2024,M1E,DOG,LABRADOR RETR
150670,2024,M1E,CAT,DOMESTIC LH
150671,2025,M1E,CAT,DOMESTIC SH
150672,2024,M1E,DOG,SHIH TZU
150673,2025,M4J,DOG,UNKNOWN
150674,2024,M6J,DOG,GOLDEN RETR
150675,2024,M6P,DOG,BRITTANY
150676,2024,M6J,DOG,SHIH TZU
150677,2024,M8X,DOG,SCHNAUZER MIN
150678,2024,M6N,DOG,GOLDEN RETR
150679,2025,M4L,DOG,AKITA
150680,2024,M1V,DOG,GOLDEN RETR
150681,2025,M4P,DOG,CAVALIER SPAN
150682,2025,M5A,DOG,YORKSHIRE TERR
150683,2024,M8W,DOG,GREAT PYRENEES
150684,2025,M9M,DOG,SIBERIAN HUSKY
150685,2025,M8Z,DOG,DACHSHUND MIN
150686,2025,M4S,DOG,CAVALIER SPAN
150687,2025,M4M,DOG,YORKSHIRE TERR
150688,2025,M6H,DOG,COCKER SPAN
150689,2024,M4N,DOG,LABRADOR RETR
150690,2025,M2R,DOG,UNKNOWN
150691,2025,M5J,DOG,CAVALIER SPAN
150692,2024,M4P,DOG,JAPANESE CHIN
150693,2024,M9R,CAT,BRITISH SH
150694,2024,M3A,DOG,GOLDEN RETR
150695,2024,M6B,CAT,DOMESTIC SH
150696,2025,M1T,DOG,MALTESE
150697,2024,M3N,DOG,POODLE MIN
150698,2024,M2J,CAT,DOMESTIC SH
150699,2024,M6A,DOG,YORKSHIRE TERR
150700,2025,M2L,DOG,GERM SHEPHERD
150701,2025,M1L,CAT,DOMESTIC SH
150702,2025,M6N,DOG,AMER BULLDOG
150703,2024,M6H,DOG,PRESA CANARIO
150704,2024,M6M,DOG,BOXER
150705,2024,M6P,DOG,AMER BULLDOG
150706,2024,M5R,DOG,ITAL GREYHOUND
150707,2024,M9W,DOG,RHOD RIDGEBACK
150708,2024,M2L,CAT,RAGDOLL
150709,2025,M5A,CAT,DOMESTIC LH
150710,2025,M1E,DOG,ROTTWEILER
150711,2025,M1E,DOG,ROTTWEILER
150712,2025,M8V,DOG,SIBERIAN HUSKY
150713,2024,M6R,CAT,DOMESTIC SH
150714,2025,M1J,DOG,COCKER SPAN
150715,2025,M9A,DOG,UNKNOWN
150716,2025,M4S,DOG,PUG
150717,2024,M1X,DOG,GERM SHEPHERD
150718,2024,M4T,CAT,DOMESTIC SH
150719,2024,M6C,DOG,AMERICAN BULLY
150720,2025,M4K,DOG,SHIH TZU
150721,2025,M4K,CAT,DOMESTIC LH
150722,2024,M4K,CAT,DOMESTIC SH
150723,2025,M4J,DOG,GOLDEN RETR
150724,2024,M1J,DOG,GOLDEN RETR
150725,2025,M1J,DOG,GERMAN PINSCHER
150726,2024,M4L,DOG,CHIHUAHUA SH
150727,2025,M9C,DOG,COLLIE SMOOTH
150728,2023,M6E,DOG,CANE CORSO
150729,2023,M6E,DOG,BULLDOG
150730,2023,M1B,DOG,POODLE MIN
150731,2025,M6K,DOG,POODLE STND
150732,2025,M1G,DOG,CANE CORSO
150733,2025,M3C,DOG,GOLDEN RETR
150734,2025,M5H,DOG,POODLE TOY
150735,2023,M9N,CAT,DOMESTIC SH
150736,2023,M9L,CAT,DOMESTIC LH
150737,2023,M3N,DOG,TERRIER
150738,2023,M4X,DOG,BOSTON TERRIER
150739,2026,M2J,DOG,SC WHEAT TERR
150740,2023,M3C,DOG,COCKER SPAN
150741,2023,M4T,CAT,DOMESTIC LH
150742,2023,M2N,CAT,DOMESTIC SH
150743,2023,M5V,DOG,BEAGLE
150744,2025,M6C,DOG,LABRADOR RETR
150745,2025,M6K,DOG,UNKNOWN
150746,2023,M5G,DOG,BEAGLE
150747,2023,M5G,DOG,BEAGLE
150748,2024,M2R,DOG,POODLE MIN
150749,2023,M6B,DOG,NEWFOUNDLAND
150750,2023,M6B,DOG,BOSTON TERRIER
150751,2023,M1K,DOG,CHIHUAHUA LH
150752,2024,M8Y,CAT,DOMESTIC SH
150753,2025,M1C,DOG,GERM SHEPHERD
150754,2025,M9R,CAT,DOMESTIC SH
150755,2026,M4L,DOG,LABRADOR RETR
150756,2025,M5A,DOG,UNKNOWN
150757,2023,M8V,DOG,LABRADOR RETR
150758,2023,M6E,DOG,MALTESE
150759,2023,M5P,CAT,DOMESTIC SH
150760,2023,M5P,CAT,DOMESTIC LH
150761,2024,M5P,DOG,GOLDEN RETR
150762,2025,M6E,CAT,MAINE COON
150763,2025,M4L,DOG,POODLE MIN
150764,2025,M9M,CAT,DOMESTIC MH
150765,2023,M4V,DOG,FRENCH BULLDOG
150766,2025,M6K,DOG,CHIHUAHUA SH
150767,2023,M4V,DOG,FRENCH BULLDOG
150768,2023,M2K,CAT,AMER SH
150769,2023,M3A,CAT,DOMESTIC SH
150770,2023,M1J,CAT,BRITISH SH
150771,2025,M5R,DOG,NORWICH TERRIER
150772,2023,M1J,CAT,DOMESTIC SH
150773,2025,M4S,DOG,SHIH TZU
150774,2023,M2R,CAT,DOMESTIC LH
150775,2023,M2R,CAT,DOMESTIC SH
150776,2023,M2R,CAT,DOMESTIC SH
150777,2025,M6H,DOG,BORDER TERRIER
150778,2023,M3A,DOG,SIBERIAN HUSKY
150779,2025,M6H,DOG,BOSTON TERRIER
150780,2025,M4Y,DOG,POMERANIAN
150781,2023,M6K,DOG,SIBERIAN HUSKY
150782,2023,M9M,DOG,LABRADOR RETR
150783,2024,M6S,DOG,AIREDALE TERR
150784,2024,M6H,DOG,BULLDOG
150785,2025,M6K,DOG,MALTESE
150786,2024,M9V,DOG,CANE CORSO
150787,2024,M5T,DOG,CHIHUAHUA SH
150788,2024,M5T,DOG,CHIHUAHUA SH
150789,2024,M5T,DOG,CHIHUAHUA SH
150790,2024,M6E,DOG,YORKSHIRE TERR
150791,2023,M8V,CAT,DOMESTIC SH
150792,2023,M8V,CAT,DOMESTIC SH
150793,2024,M5B,DOG,LABRADOR RETR
150794,2023,M4B,DOG,GERM SHEPHERD
150795,2026,M4B,CAT,DOMESTIC MH
150796,2023,M4B,CAT,MAINE COON
150797,2023,M1K,DOG,BULLDOG
150798,2023,M1M,DOG,BEAGLE
150799,2026,M6P,DOG,AUST SHEPHERD
150800,2023,M1L,CAT,DOMESTIC SH
150801,2023,M1L,CAT,NORWGN FOREST
150802,2023,M6B,CAT,DOMESTIC SH
150803,2023,M4R,DOG,CAVALIER SPAN
150804,2025,M4L,DOG,MALTESE
150805,2023,M6B,DOG,LABRADOR RETR
150806,2023,M5A,CAT,DOMESTIC SH
150807,2024,M6M,CAT,RAGDOLL
150808,2024,M6M,CAT,RAGDOLL
150809,2025,M1L,DOG,SHIH TZU
150810,2025,M5A,DOG,COCKER SPAN
150811,2024,M4S,DOG,GERM SHEPHERD
150812,2024,M6N,CAT,DOMESTIC SH
150813,2025,M2M,DOG,GERM SHEPHERD
150814,2024,M6K,DOG,DACHSHUND
150815,2024,M4M,DOG,AUST CATTLE DOG
150816,2023,M1N,CAT,DOMESTIC SH
150817,2026,M1N,CAT,DOMESTIC SH
150818,2025,M4X,DOG,GOLDEN RETR
150819,2025,M5P,DOG,SIBERIAN HUSKY
150820,2024,M4Y,DOG,BORDER COLLIE
150821,2024,M4S,CAT,DOMESTIC LH
150822,2024,M4R,CAT,DOMESTIC SH
150823,2024,M6E,CAT,DOMESTIC SH
150824,2024,M6E,CAT,DOMESTIC SH
150825,2024,M5V,DOG,AUST SHEPHERD
150826,2024,M2M,DOG,MASTIFF
150827,2024,M3A,DOG,BORZOI
150828,2026,M9B,CAT,DOMESTIC SH
150829,2023,M2N,DOG,POODLE TOY
150830,2024,M6C,DOG,GERM SHEPHERD
150831,2024,M4M,CAT,DOMESTIC MH
150832,2024,M1E,DOG,LABRADOR RETR
150833,2024,M1E,DOG,GERM SHEPHERD
150834,2024,M5R,DOG,CHIHUAHUA SH
150835,2024,M1K,DOG,ENG COCKER SPAN
150836,2025,M9V,DOG,POODLE MIN
150837,2024,M3H,DOG,DACHSHUND MIN
150838,2025,M6S,DOG,SCHNAUZER MIN
150839,2024,M4W,DOG,LABRADOR RETR
150840,2024,M5A,DOG,SCHNAUZER MIN
150841,2024,M8Z,DOG,SIBERIAN HUSKY
150842,2024,M6C,DOG,CHIHUAHUA SH
150843,2024,M8W,DOG,UNKNOWN
150844,2025,M4G,DOG,LABRADOR RETR
150845,2025,M4N,DOG,GOLDEN RETR
150846,2025,M8V,DOG,BOXER
150847,2024,M9B,DOG,GOLDEN RETR
150848,2024,M8V,DOG,SHIBA INU
150849,2024,M5E,DOG,BLACK MOUTH CUR
150850,2024,M3J,DOG,UNKNOWN
150851,2024,M5A,DOG,BERNESE MTN DOG
150852,2025,M4E,DOG,AUST SHEPHERD
