_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
149677,2023,M1N,DOG,POODLE STND
149678,2025,M4E,DOG,LABRADOR RETR
149679,2023,M5V,DOG,PUG
149680,2023,M1B,DOG,LABRADOR RETR
149681,2023,M5A,DOG,BOSTON TERRIER
149682,2025,M1R,DOG,MALTESE
149683,2023,M6C,DOG,TERRIER
149684,2023,M5A,DOG,BEAGLE
149685,2023,M4Y,CAT,DOMESTIC MH
149686,2023,M4Y,CAT,DOMESTIC MH
149687,2025,M4C,DOG,LABRADOR RETR
149688,2024,M1E,DOG,FRENCH BULLDOG
149689,2023,M4Y,DOG,WELSH CORGI CAR
149690,2023,M9V,DOG,SIBERIAN HUSKY
149691,2024,M2J,DOG,AUST SHEPHERD
149692,2023,M8W,DOG,AUST SHEPHERD
149693,2023,M4V,DOG,CANE CORSO
149694,2024,M4V,DOG,GOLDEN RETR
149695,2024,M9W,DOG,CHIHUAHUA SH
149696,2024,M9W,DOG,CHIHUAHUA LH
149697,2025,M9W,DOG,MIN PINSCHER
149698,2024,M6P,DOG,BERNESE MTN DOG
149699,2025,M2R,DOG,LABRADOR RETR
149700,2024,M4V,CAT,DOMESTIC SH
149701,2024,M9M,DOG,BEAGLE
149702,2024,M1B,CAT,DOMESTIC LH
149703,2024,M9R,DOG,BICHON FRISE
149704,2025,M8W,DOG,POODLE MIN
149705,2024,M8Z,DOG,POODLE MIN
149706,2024,M9P,DOG,CANE CORSO
149707,2024,M9P,DOG,CANE CORSO
149708,2024,M9P,CAT,DOMESTIC SH
149709,2024,M9P,CAT,DOMESTIC SH
149710,2024,M1W,DOG,SIBERIAN HUSKY
149711,2024,M1W,CAT,DOMESTIC SH
149712,2024,M1W,DOG,AMERICAN BULLY
149713,2024,M1W,CAT,DOMESTIC LH
149714,2024,M6E,DOG,MINIATURE SCHNA
149715,2024,M8Y,DOG,LABRADOR RETR
149716,2024,M3L,DOG,SAMOYED
149717,2024,M3L,DOG,WELSH CORGI PEM
149718,2024,M3L,DOG,WELSH CORGI PEM
149719,2024,M5T,DOG,COTON DE TULEAR
149720,2024,M2J,DOG,AUST SHEPHERD
149721,2024,M4V,DOG,GOLDEN RETR
149722,2025,M4S,DOG,GOLDEN RETR
149723,2024,M6P,DOG,PORT WATER DOG
149724,2024,M4V,DOG,FEIST
149725,2025,M1G,CAT,DOMESTIC SH
149726,2024,M4L,DOG,POODLE MIN
149727,2024,M1H,CAT,DOMESTIC SH
149728,2024,M1M,CAT,DOMESTIC SH
149729,2024,M1N,CAT,DOMESTIC SH
149730,2024,M1P,CAT,DOMESTIC SH
149731,2024,M1R,CAT,DOMESTIC SH
149732,2024,M1R,CAT,DOMESTIC SH
149733,2024,M1S,CAT,DOMESTIC SH
149734,2024,M2N,DOG,MALTESE
149735,2025,M3C,DOG,LABRADOR RETR
149736,2025,M3C,DOG,LABRADOR RETR
149737,2025,M1T,CAT,DOMESTIC SH
149738,2024,M1X,CAT,DOMESTIC SH
149739,2025,M2H,CAT,DOMESTIC SH
149740,2025,M2J,CAT,DOMESTIC SH
149741,2024,M2L,CAT,DOMESTIC SH
149742,2024,M4C,DOG,AMERICAN BULLY
149743,2024,M2M,CAT,DOMESTIC SH
149744,2024,M2M,CAT,DOMESTIC SH
149745,2024,M2N,CAT,CORNISH REX
149746,2024,M1E,CAT,DOMESTIC SH
149747,2024,M1E,CAT,DOMESTIC SH
149748,2024,M1E,CAT,DOMESTIC SH
149749,2024,M2N,CAT,DOMESTIC SH
149750,2025,M3A,CAT,DOMESTIC SH
149751,2024,M3A,CAT,DOMESTIC SH
149752,2024,M3A,CAT,DOMESTIC LH
149753,2024,M3H,CAT,DOMESTIC SH
149754,2024,M5A,DOG,WEST HIGHLAND
149755,2024,M6P,DOG,TERRIER
149756,2025,M4J,CAT,DOMESTIC SH
149757,2024,M4J,CAT,DOMESTIC LH
149758,2024,M1W,DOG,POODLE MIN
149759,2024,M4C,CAT,DOMESTIC LH
149760,2025,M8W,DOG,SIBERIAN HUSKY
149761,2024,M9B,DOG,JINDO
149762,2025,M8V,DOG,LABRADOR RETR
149763,2024,M1T,DOG,GERM SHEPHERD
149764,2025,M1K,DOG,AMERICAN BULLY
149765,2025,M4X,DOG,PUG
149766,2024,M9R,DOG,CANE CORSO
149767,2024,M1B,DOG,LABRADOR RETR
149768,2024,M2H,DOG,GERM SHEPHERD
149769,2024,M2H,DOG,GERM SHEPHERD
149770,2024,M1G,DOG,COCKER SPAN
149771,2024,M5R,CAT,DOMESTIC SH
149772,2024,M6N,DOG,POODLE MIN
149773,2024,M6N,DOG,SHIH TZU
149774,2024,M1J,CAT,DOMESTIC SH
149775,2025,M1J,CAT,DOMESTIC SH
149776,2025,M1J,CAT,DOMESTIC SH
149777,2024,M5M,CAT,DOMESTIC SH
149778,2025,M1W,CAT,DOMESTIC SH
149779,2025,M1R,DOG,BORDER COLLIE
149780,2025,M1H,CAT,DOMESTIC SH
149781,2024,M2N,CAT,DOMESTIC SH
149782,2024,M1L,DOG,PRESA CANARIO
149783,2025,M6L,DOG,DOBERMAN PINSCH
149784,2024,M4J,CAT,BRITISH SH
149785,2024,M8X,DOG,TERRIER
149786,2025,M9B,DOG,HAVANESE
149787,2024,M4W,DOG,COCKER SPAN
149788,2025,M6N,DOG,BOSTON TERRIER
149789,2025,M6P,DOG,AUST CATTLE DOG
149790,2025,M2N,CAT,SCOTTISH FOLD
149791,2024,M1E,CAT,DOMESTIC SH
149792,2024,M3H,CAT,RAGDOLL
149793,2024,M3H,CAT,RAGDOLL
149794,2025,M9C,DOG,BERNESE MTN DOG
149795,2024,M1M,DOG,GERM SHEPHERD
149796,2024,M8V,DOG,BORDER TERRIER
149797,2024,M5V,DOG,SHIH TZU
149798,2025,M6H,DOG,AUST SHEPHERD
149799,2024,M4C,DOG,LABRADOR RETR
149800,2024,M4Y,DOG,GOLDEN RETR
149801,2024,M4J,DOG,GERM SHEPHERD
149802,2024,M6C,DOG,GERM SHEPHERD
149803,2024,M6M,DOG,LABRADOR RETR
149804,2024,M4C,CAT,DOMESTIC SH
149805,2025,M5M,DOG,BERNESE MTN DOG
149806,2025,M5M,DOG,BERNESE MTN DOG
149807,2024,M4N,CAT,DOMESTIC SH
149808,2025,M9B,DOG,GOLDEN RETR
149809,2025,M6N,DOG,SHIBA INU
149810,2025,M4X,DOG,FEIST
149811,2025,M6B,DOG,GOLDEN RETR
149812,2025,M5J,DOG,AUST SHEPHERD
149813,2024,M3N,DOG,LABRADOR RETR
149814,2024,M1L,DOG,BULLDOG
149815,2024,M1L,CAT,DOMESTIC SH
149816,2024,M5M,DOG,BORDER COLLIE
149817,2024,M3L,DOG,SIBERIAN HUSKY
149818,2024,M1E,DOG,AMER BULLDOG
149819,2025,M4S,DOG,POMERANIAN
149820,2024,M9P,DOG,ROTTWEILER
149821,2024,M6N,DOG,CHIHUAHUA SH
149822,2024,M3A,CAT,DOMESTIC SH
149823,2024,M5E,CAT,DOMESTIC SH
149824,2024,M5V,DOG,CHIHUAHUA LH
149825,2024,M9B,DOG,YORKSHIRE TERR
149826,2025,M1M,DOG,GOLDEN RETR
149827,2025,M4K,DOG,AIREDALE TERR
149828,2025,M4G,DOG,GOLDEN RETR
149829,2025,M4S,CAT,DOMESTIC SH
149830,2025,M1E,DOG,POMERANIAN
149831,2024,M6N,DOG,WELSH CORGI PEM
149832,2024,M1K,CAT,DOMESTIC SH
149833,2025,M4J,CAT,DOMESTIC SH
149834,2024,M1J,CAT,DOMESTIC SH
149835,2024,M2J,CAT,DOMESTIC SH
149836,2024,M2J,CAT,MAINE COON
149837,2024,M4L,DOG,IRISH WATR SPAN
149838,2024,M1C,DOG,AUST SHEPHERD
149839,2024,M6N,DOG,WEST HIGHLAND
149840,2024,M8V,DOG,CHIHUAHUA SH
149841,2025,M1E,DOG,POODLE MIN
149842,2025,M1E,DOG,POODLE MIN
149843,2024,M6C,DOG,UNKNOWN
149844,2024,M9B,CAT,DOMESTIC SH
149845,2025,M9A,CAT,DOMESTIC LH
149846,2024,M4C,CAT,DOMESTIC SH
149847,2024,M1R,DOG,GERM SHEPHERD
149848,2024,M6S,DOG,MIN PINSCHER
149849,2025,M1H,DOG,NEWFOUNDLAND
149850,2024,M4M,DOG,PUG
149851,2024,M4L,DOG,GOLDEN RETR
149852,2025,M5V,DOG,WELSH CORGI PEM
149853,2025,M5J,DOG,GOLDEN RETR
149854,2025,M5N,DOG,DACHSHUND MIN
149855,2025,M5N,DOG,DACHSHUND MIN
149856,2024,M8Z,CAT,DOMESTIC SH
149857,2024,M1H,DOG,POODLE TOY
149858,2025,M5N,DOG,UNKNOWN
149859,2024,M4J,CAT,DOMESTIC LH
149860,2025,M4J,CAT,DOMESTIC SH
149861,2024,M1T,DOG,BICHON FRISE
149862,2024,M1W,CAT,DOMESTIC SH
149863,2024,M6C,CAT,BALINESE
149864,2025,M6R,DOG,SCHNAUZER GIANT
149865,2024,M4J,DOG,GERM SHEPHERD
149866,2023,M4J,DOG,GERM SHEPHERD
149867,2023,M6H,CAT,AMER SH
149868,2024,M4P,CAT,DOMESTIC SH
149869,2025,M4J,DOG,LABRADOR RETR
149870,2025,M5R,DOG,CHIHUAHUA SH
149871,2024,M2J,DOG,POODLE MIN
149872,2024,M6N,DOG,BICHON FRISE
149873,2025,M2J,DOG,KEESHOND
149874,2023,M5A,DOG,COCKER SPAN
149875,2023,M5B,DOG,LABRADOR RETR
149876,2024,M4J,DOG,SCHNAUZER MIN
149877,2025,M4Y,DOG,BORDER COLLIE
149878,2025,M6K,DOG,GERM SHEPHERD
149879,2023,M5A,CAT,DOMESTIC SH
149880,2025,M4L,DOG,CHIHUAHUA SH
149881,2023,M4X,DOG,GERM SHEPHERD
149882,2023,M2J,DOG,YORKSHIRE TERR
149883,2025,M4V,DOG,YORKSHIRE TERR
149884,2024,M4C,DOG,BOXER
149885,2024,M4Y,CAT,DOMESTIC SH
149886,2024,M6C,CAT,DOMESTIC SH
149887,2023,M8V,DOG,BORDER COLLIE
149888,2024,M2N,DOG,WHIPPET
149889,2023,M1S,DOG,POODLE TOY
149890,2023,M3A,DOG,SIBERIAN HUSKY
149891,2024,M4W,DOG,LABRADOR RETR
149892,2024,M5V,DOG,DACHSHUND
149893,2024,M6J,DOG,VIZSLA
149894,2023,M4J,DOG,BOXER
149895,2025,M4L,DOG,SHETLD SHEEPDOG
149896,2023,M9W,DOG,PARSON RUSS TER
149897,2024,M6P,DOG,PARSON RUSS TER
149898,2023,M5G,DOG,HAVANESE
149899,2024,M1W,DOG,COCKER SPAN
149900,2023,M1L,CAT,RUSSIAN BLUE
149901,2023,M4H,DOG,POODLE TOY
149902,2023,M1L,CAT,BENGAL
149903,2023,M1V,CAT,DOMESTIC MH
149904,2023,M6N,DOG,BULLMASTIFF
149905,2023,M6N,DOG,GERM SHEPHERD
149906,2023,M4C,DOG,DOGO ARGENTINO
149907,2025,M2K,DOG,GERM SHEPHERD
149908,2024,M1J,DOG,POODLE MIN
149909,2023,M1G,DOG,SIBERIAN HUSKY
149910,2024,M4E,DOG,BOSTON TERRIER
149911,2025,M4L,DOG,BERNESE MTN DOG
149912,2023,M4P,DOG,LABRADOR RETR
149913,2025,M4K,DOG,SHIBA INU
149914,2023,M1H,DOG,CANE CORSO
149915,2024,M2N,DOG,TERRIER
149916,2023,M4Y,DOG,YORKSHIRE TERR
149917,2024,M4C,DOG,DACHSHUND
149918,2024,M4C,DOG,DACHSHUND
149919,2023,M6E,DOG,FRENCH BULLDOG
149920,2023,M3M,DOG,COCKER SPAN
149921,2023,M3M,DOG,GOLDEN RETR
149922,2024,M3M,DOG,CHIHUAHUA SH
149923,2023,M6J,DOG,LABRADOR RETR
149924,2023,M4P,CAT,DOMESTIC MH
149925,2024,M6J,CAT,DOMESTIC LH
149926,2023,M5H,DOG,BICHON FRISE
149927,2023,M4L,DOG,CANE CORSO
149928,2023,M9C,DOG,BELG MALINOIS
149929,2024,M5V,DOG,DACHSHUND MIN
149930,2023,M1R,CAT,DOMESTIC MH
149931,2023,M1R,CAT,DOMESTIC MH
149932,2023,M1R,CAT,DOMESTIC SH
149933,2023,M1R,CAT,DOMESTIC SH
149934,2023,M6G,DOG,BRITTANY
149935,2023,M6G,CAT,DOMESTIC MH
149936,2023,M6G,CAT,DOMESTIC MH
149937,2023,M1G,DOG,LABRADOR RETR
149938,2023,M2N,CAT,DOMESTIC LH
149939,2023,M2N,CAT,DOMESTIC LH
149940,2024,M4C,DOG,FRENCH BULLDOG
149941,2023,M1P,DOG,PEKINGESE
149942,2023,M6J,CAT,DOMESTIC SH
149943,2025,M4G,DOG,COCKER SPAN
149944,2023,M3K,DOG,AMER ESKIMO
149945,2025,M5E,CAT,BENGAL
149946,2023,M6R,DOG,AMER ESKIMO
149947,2025,M9L,DOG,SIBERIAN HUSKY
149948,2023,M5R,DOG,AUST CATTLE DOG
149949,2023,M9W,DOG,AMER BULLDOG
149950,2024,M9W,DOG,BOSTON TERRIER
149951,2023,M6K,DOG,LABRADOR RETR
149952,2023,M3A,CAT,DOMESTIC SH
149953,2023,M1P,CAT,DOMESTIC MH
149954,2025,M4L,CAT,DOMESTIC SH
149955,2023,M2J,CAT,DOMESTIC SH
149956,2025,M5V,CAT,DOMESTIC SH
149957,2023,M5V,CAT,DOMESTIC SH
149958,2023,M5V,CAT,DOMESTIC SH
149959,2023,M4X,CAT,DOMESTIC MH
149960,2023,M1M,CAT,DOMESTIC MH
149961,2025,M2H,DOG,BEAGLE
149962,2023,M5M,DOG,COCKER SPAN
149963,2024,M6E,DOG,HOUND
149964,2024,M6E,DOG,LABRADOR RETR
149965,2024,M6E,CAT,DOMESTIC SH
149966,2023,M6E,CAT,DOMESTIC SH
149967,2023,M6E,CAT,DOMESTIC SH
149968,2023,M1J,DOG,SIBERIAN HUSKY
149969,2023,M1G,DOG,BEAGLE
149970,2025,M6P,DOG,COCKER SPAN
149971,2023,M8V,DOG,GERM SHEPHERD
149972,2024,M9C,CAT,DOMESTIC SH
149973,2025,M4M,DOG,FINNISH SPITZ
149974,2025,M5V,DOG,HAVANESE
149975,2024,M4C,DOG,ENG BULLDOG
149976,2023,M5V,DOG,POODLE MIN
149977,2023,M1K,CAT,DOMESTIC SH
149978,2023,M6H,DOG,AUST TERRIER
149979,2024,M6K,DOG,HOUND
149980,2023,M8V,DOG,SHIH TZU
149981,2023,M1K,DOG,AMER BULLDOG
149982,2023,M1J,DOG,LABRADOR RETR
149983,2024,M2N,DOG,GOLDEN RETR
149984,2023,M3A,DOG,BEAGLE
149985,2023,M6H,DOG,BERNESE MTN DOG
149986,2023,M9P,DOG,MALTESE
149987,2025,M4S,DOG,AUST SHEPHERD
149988,2024,M6E,DOG,AUST SHEPHERD
149989,2023,M5V,DOG,POMERANIAN
149990,2024,M4P,DOG,POODLE MIN
149991,2023,M5A,DOG,GERM SHEPHERD
149992,2023,M6M,DOG,CHINESE CRESTED
149993,2023,M6M,CAT,SPHYNX
149994,2023,M6M,CAT,SPHYNX
149995,2024,M5A,DOG,DACHSHUND
149996,2023,M9W,CAT,DOMESTIC SH
149997,2023,M6M,CAT,DOMESTIC SH
149998,2023,M6P,CAT,DOMESTIC SH
149999,2024,M1K,CAT,DOMESTIC SH
150000,2025,M9A,CAT,DOMESTIC LH
150001,2023,M2N,CAT,DOMESTIC SH
150002,2023,M9N,CAT,DOMESTIC SH
150003,2023,M1G,CAT,DOMESTIC SH
150004,2023,M5C,CAT,DOMESTIC MH
150005,2023,M6B,DOG,POMERANIAN
150006,2023,M1K,CAT,DOMESTIC SH
150007,2023,M9C,CAT,DOMESTIC SH
150008,2023,M8W,CAT,DOMESTIC MH
150009,2023,M5E,CAT,DOMESTIC SH
150010,2023,M5T,CAT,DOMESTIC MH
150011,2023,M9A,CAT,DOMESTIC SH
150012,2023,M9A,CAT,DOMESTIC SH
150013,2023,M4E,DOG,ST BERNARD SMTH
150014,2023,M3J,DOG,AMER BULLDOG
150015,2024,M1N,DOG,LABRADOR RETR
150016,2024,M4G,DOG,TERRIER
150017,2025,M2R,DOG,LABRADOR RETR
150018,2023,M6H,DOG,AMER BULLDOG
150019,2023,M2R,DOG,MALTESE
150020,2025,M4Y,DOG,LABRADOR RETR
150021,2025,M4M,DOG,ENG COCKER SPAN
150022,2023,M4Y,DOG,BICHON FRISE
150023,2023,M6G,DOG,PORT WATER DOG
150024,2024,M2J,DOG,SHIBA INU
150025,2023,M9A,DOG,POODLE MIN
150026,2024,M4L,DOG,BOXER
150027,2024,M4C,DOG,AUST SHEPHERD
150028,2025,M6H,DOG,POODLE MIN
150029,2024,M4Y,DOG,POODLE MIN
150030,2023,M4K,DOG,AMER BULLDOG
150031,2024,M1T,DOG,POMERANIAN
150032,2023,M1T,DOG,MIN PINSCHER
150033,2023,M4T,CAT,DOMESTIC SH
150034,2025,M3N,DOG,POMERANIAN
150035,2023,M3N,DOG,POMERANIAN
150036,2024,M6J,DOG,POODLE MIN
150037,2025,M5V,DOG,LABRADOR RETR
150038,2025,M6R,DOG,DOBERMAN PINSCH
150039,2025,M5J,CAT,DOMESTIC LH
150040,2024,M5J,DOG,AUST SHEPHERD
150041,2025,M4M,DOG,AUST SHEPHERD
150042,2024,M6J,DOG,CHIHUAHUA SH
150043,2024,M6C,CAT,DOMESTIC SH
150044,2024,M3B,DOG,GREAT DANE
150045,2024,M3B,DOG,FRENCH BULLDOG
150046,2025,M5A,DOG,SCHNAUZER MIN
150047,2025,M5M,DOG,COCKER SPAN
150048,2025,M6G,DOG,UNKNOWN
150049,2024,M5V,DOG,CAVALIER SPAN
150050,2025,M4K,DOG,GOLDEN RETR
150051,2025,M3C,DOG,BICHON FRISE
150052,2024,M5M,DOG,BERNESE MTN DOG
150053,2025,M4K,DOG,DOBERMAN PINSCH
150054,2024,M5A,DOG,SHIH TZU
150055,2025,M4W,DOG,LABRADOR RETR
150056,2024,M1M,DOG,AUST SHEPHERD
150057,2024,M1M,DOG,BOUV FLANDRES
150058,2025,M4P,DOG,GOLDEN RETR
150059,2024,M1S,DOG,SIBERIAN HUSKY
150060,2025,M1S,DOG,SIBERIAN HUSKY
150061,2024,M8Z,DOG,ENG BULLDOG
150062,2024,M9A,DOG,BEAGLE
150063,2024,M5B,DOG,TERRIER
150064,2024,M8Z,CAT,DOMESTIC SH
150065,2025,M6S,DOG,AMER BULLDOG
150066,2025,M6H,DOG,BRUSS GRIFFON
150067,2025,M6P,DOG,UNKNOWN
150068,2025,M4K,DOG,FRENCH BULLDOG
150069,2025,M2K,DOG,SAMOYED
150070,2024,M6C,DOG,CAVALIER SPAN
150071,2024,M3H,CAT,HIMALAYAN
150072,2024,M4N,DOG,SIBERIAN HUSKY
150073,2025,M6J,DOG,LABRADOR RETR
150074,2024,M5P,DOG,PORT WATER DOG
150075,2024,M4S,DOG,ENTLEBUCHER
150076,2024,M4T,DOG,LABRADOR RETR
150077,2025,M5A,DOG,BOSTON TERRIER
150078,2024,M5A,DOG,CHIHUAHUA SH
150079,2024,M2J,DOG,POODLE TOY
150080,2024,M9R,DOG,MALTESE
150081,2025,M2R,CAT,DOMESTIC SH
150082,2024,M4M,DOG,SHIH TZU
150083,2025,M9A,DOG,BORDER COLLIE
150084,2025,M9W,DOG,BERNESE MTN DOG
150085,2025,M6K,DOG,BEAGLE
150086,2024,M4C,DOG,BERNESE MTN DOG
150087,2025,M1G,DOG,POMERANIAN
150088,2024,M5R,DOG,GOLDEN RETR
150089,2024,M6J,DOG,FRENCH BULLDOG
150090,2025,,DOG,DACHSHUND MIN
150091,2024,M4M,DOG,BOXER
150092,2025,M5V,DOG,WEST HIGHLAND
150093,2025,M6J,DOG,SIBERIAN HUSKY
150094,2025,M9C,DOG,LABRADOR RETR
150095,2025,M9N,CAT,DOMESTIC SH
150096,2025,M6E,DOG,CAVALIER SPAN
150097,2024,M6E,DOG,CAVALIER SPAN
150098,2025,M6P,DOG,HAVANESE
150099,2025,M4C,DOG,GOLDEN RETR
150100,2024,M6P,CAT,DOMESTIC SH
150101,2024,M9P,CAT,DOMESTIC SH
150102,2024,M6M,DOG,SHIH TZU
150103,2024,M4S,DOG,FRENCH BULLDOG
150104,2025,M4S,DOG,LABRADOR RETR
150105,2024,M8Z,DOG,PARSON RUSS TER
150106,2024,M1V,DOG,COCKER SPAN
150107,2024,M1H,DOG,AUST SHEPHERD
150108,2025,M2J,DOG,SIBERIAN HUSKY
150109,2025,M3A,DOG,GOLDEN RETR
150110,2025,M3A,DOG,GOLDEN RETR
150111,2025,M2N,DOG,GOLDEN RETR
150112,2025,M5G,CAT,DOMESTIC SH
150113,2024,M5V,DOG,GERM SHEPHERD
150114,2024,M6J,DOG,LABRADOR RETR
150115,2024,M5M,DOG,BICHON FRISE
150116,2024,M4J,DOG,AMER BULLDOG
150117,2025,M6K,DOG,PUG
150118,2024,M2N,DOG,COCKER SPAN
150119,2025,M6C,DOG,PODENGO PEQUENO
150120,2024,M6M,DOG,GERM SHEPHERD
150121,2025,M6S,CAT,DOMESTIC SH
150122,2024,M9N,CAT,DOMESTIC SH
150123,2024,M4C,DOG,LABRADOR RETR
150124,2025,M2N,CAT,DOMESTIC SH
150125,2025,M9M,CAT,DOMESTIC SH
150126,2024,M4W,DOG,SIBERIAN HUSKY
150127,2025,M2J,DOG,AMER BULLDOG
150128,2024,M3J,DOG,AMER BULLDOG
150129,2024,M4S,DOG,HAVANESE
150130,2025,M8V,DOG,GOLDEN RETR
150131,2025,M8V,DOG,GOLDEN RETR
150132,2025,M8V,DOG,GOLDEN RETR
150133,2025,M6J,CAT,BRITISH SH
150134,2024,M3B,DOG,WELSH CORGI PEM
150135,2024,M3B,DOG,WELSH CORGI PEM
150136,2024,M4P,CAT,DOMESTIC LH
150137,2025,M4K,CAT,DEVON REX
150138,2025,M4K,CAT,DEVON REX
150139,2025,M4N,CAT,DOMESTIC SH
150140,2024,M1P,DOG,SHIH TZU
150141,2025,M6H,CAT,DOMESTIC SH
150142,2024,M8X,CAT,DOMESTIC SH
150143,2024,M5V,CAT,AMER CURL SH
150144,2024,M8W,CAT,DOMESTIC SH
150145,2025,M6H,CAT,DOMESTIC SH
150146,2024,M5J,CAT,DOMESTIC SH
150147,2024,M9W,DOG,DOGUE DE BORDX
150148,2025,M3A,DOG,CAVALIER SPAN
150149,2025,M9A,DOG,SIBERIAN HUSKY
150150,2024,M5R,CAT,DOMESTIC SH
150151,2024,M4C,CAT,DOMESTIC SH
150152,2024,M6H,DOG,ST BERNARD SMTH
150153,2025,M4W,CAT,RUSSIAN BLUE
150154,2024,M6J,DOG,UNKNOWN
150155,2024,M1V,DOG,COCKER SPAN
150156,2024,M3H,DOG,GOLDEN RETR
150157,2024,M6K,DOG,UNKNOWN
150158,2024,M4C,CAT,RAGDOLL
150159,2025,M2R,CAT,DOMESTIC SH
150160,2025,M4B,DOG,AUST SHEPHERD
150161,2024,M2R,DOG,SCHNAUZER MIN
150162,2024,M3C,DOG,GOLDEN RETR
150163,2024,M8X,DOG,PUG
150164,2025,M2L,DOG,BOXER
150165,2024,M4J,DOG,LABRADOR RETR
150166,2024,M8X,CAT,AMER SH
150167,2025,M5S,CAT,DOMESTIC SH
150168,2024,M5A,CAT,DOMESTIC SH
150169,2024,M4J,CAT,DOMESTIC SH
150170,2024,M9N,DOG,COCKER SPAN
150171,2025,M4G,CAT,DOMESTIC SH
150172,2025,M6H,CAT,DOMESTIC SH
150173,2024,M4A,DOG,OLDENG SHEEPDOG
150174,2025,M3B,CAT,DOMESTIC SH
150175,2025,M6H,CAT,DOMESTIC SH
150176,2025,M8Z,DOG,BOXER
150177,2024,M5E,CAT,DOMESTIC SH
150178,2024,M5R,CAT,DOMESTIC SH
150179,2024,M6R,CAT,DOMESTIC SH
150180,2025,M4E,DOG,SIBERIAN HUSKY
150181,2024,M8V,DOG,FRENCH BULLDOG
150182,2024,M5A,DOG,DACHSHUND
150183,2024,M5R,DOG,AMERICAN BULLY
150184,2025,M4J,DOG,GR SWISS MTN
150185,2024,M2H,DOG,FRENCH BULLDOG
150186,2025,M6S,DOG,COCKER SPAN
150187,2024,M5A,DOG,GOLDEN RETR
150188,2025,M5A,DOG,GOLDEN RETR
150189,2025,M6G,DOG,GOLDEN RETR
150190,2024,M5T,CAT,DOMESTIC SH
150191,2025,M4P,DOG,UNKNOWN
150192,2024,M2H,DOG,POODLE TOY
150193,2024,M2H,DOG,POODLE TOY
150194,2024,M8Y,DOG,BORDER COLLIE
150195,2024,M6P,DOG,LABRADOR RETR
150196,2024,M2J,DOG,GOLDEN RETR
150197,2025,M5T,DOG,SHIBA INU
150198,2025,M5T,DOG,SHIBA INU
150199,2025,M6H,DOG,AKITA
150200,2024,M5V,DOG,DACHSHUND
150201,2025,M5B,CAT,DOMESTIC SH
150202,2025,M2K,DOG,COCKER SPAN
150203,2025,M1M,DOG,AMER BULLDOG
150204,2025,M4J,DOG,GERM SHEPHERD
150205,2024,M9P,DOG,INDIAN PARAIH
150206,2024,M4G,DOG,AUST SHEPHERD
150207,2025,M6R,DOG,UNKNOWN
150208,2025,M4P,DOG,POMERANIAN
150209,2024,M5J,CAT,DOMESTIC SH
150210,2025,M4C,DOG,BICHON FRISE
150211,2023,M8V,DOG,CAVALIER SPAN
150212,2024,M5P,DOG,COCKER SPAN
150213,2025,M3M,CAT,DOMESTIC SH
150214,2023,M1W,DOG,BOSTON TERRIER
150215,2024,M3K,DOG,SHIH TZU
150216,2024,M3K,DOG,POMERANIAN
150217,2023,M9M,DOG,AMER BULLDOG
150218,2023,M9M,CAT,SPHYNX
150219,2025,M2M,DOG,PARSON RUSS TER
150220,2023,M6B,CAT,DOMESTIC SH
150221,2023,M4A,CAT,DOMESTIC SH
150222,2023,M6N,CAT,DOMESTIC SH
150223,2023,M4A,CAT,DOMESTIC SH
150224,2023,M6K,CAT,DOMESTIC SH
150225,2024,M1L,CAT,DOMESTIC SH
150226,2025,M1L,CAT,DOMESTIC SH
150227,2023,M3L,CAT,DOMESTIC MH
150228,2023,M9A,CAT,DOMESTIC LH
150229,2025,M8W,DOG,CAVALIER SPAN
150230,2024,M6P,DOG,POODLE MIN
150231,2023,M6C,DOG,LABRADOR RETR
150232,2023,M4M,CAT,DOMESTIC SH
150233,2023,M1E,DOG,HOUND
150234,2023,M4Y,DOG,OLD ENG BULLDOG
150235,2024,M5E,CAT,DOMESTIC SH
150236,2023,M4X,DOG,DALMATIAN
150237,2024,M6B,DOG,CHIHUAHUA SH
150238,2023,M6A,CAT,DOMESTIC MH
150239,2023,M6B,DOG,CHIHUAHUA SH
150240,2023,M6C,DOG,AUST SHEPHERD
150241,2025,M5G,DOG,AUST CATTLE DOG
150242,2023,M5V,DOG,GERM SHEPHERD
150243,2023,M6P,CAT,DOMESTIC SH
150244,2023,M1C,DOG,MALTESE
150245,2025,M4S,CAT,DOMESTIC SH
150246,2025,M4S,CAT,DOMESTIC SH
150247,2023,M4K,DOG,POODLE MIN
150248,2025,M3J,CAT,DOMESTIC SH
150249,2023,M6J,CAT,DOMESTIC SH
150250,2025,M4R,DOG,POMERANIAN
150251,2023,M9A,CAT,DOMESTIC MH
150252,2024,M6K,CAT,DOMESTIC SH
150253,2023,M4L,CAT,DOMESTIC MH
150254,2025,M6K,DOG,UNKNOWN
150255,2023,M5A,CAT,DOMESTIC SH
150256,2023,M4L,DOG,SHIH TZU
150257,2023,M5R,DOG,COCKER SPAN
150258,2024,M4S,DOG,POODLE STND
150259,2023,M4K,DOG,MALTESE
150260,2023,M6E,CAT,DOMESTIC SH
150261,2023,M6E,CAT,DOMESTIC SH
150262,2023,M6K,DOG,WEST HIGHLAND
150263,2025,M2J,DOG,SHIBA INU
150264,2024,M6S,DOG,LABRADOR RETR
